umls_cid	meddra_id	name
C0273318	10030706	Open wound of buttock, without mention of complication
C0273329	10030850	Open wound of vulva, without mention of complication
C0273330	10030848	Open wound of vagina, without mention of complication
C0273354	10030831	Open wound of shoulder region, without mention of complication
C0273365	10030740	Open wound of fingers, without mention of complication
C0273412	10030835	Open wound of toe(s), complicated
C0273413	10030836	Open wound of toe(s), with tendon involvement
C0273417	10044484	Traumatic amputation of foot (complete) (partial), unilateral, complicated
C0273419	10044482	Traumatic amputation of foot (complete) (partial), bilateral, complicated
C0273429	10016023	Face crushing
C0273433	10011450	Crushing injury of neck
C0273433	10028829	Neck crushing
C0273444	10019112	Hand crushing
C0273444	10011437	Crushing injury of hand(s)
C0273445	10011433	Crushing injury of finger
C0273445	10011434	Crushing injury of finger(s)
C0273445	10044459	Trapped finger
C0273445	10016681	Finger crushing
C0273448	10043915	Toe crushing
C0273448	10011458	Crushing injury of toe(s)
C0273448	10011457	Crushing injury of toe
C0273454	10022319	Injury to pulmonary blood vessel
C0273454	10022320	Injury to pulmonary blood vessels
C0273454	10022322	Injury to pulmonary vessel(s), unspecified
C0273463	10022354	Injury to superior mesenteric artery (trunk)
C0273471	10022143	Injury to axillary vessel(s), unspecified
C0273471	10022140	Injury to axillary blood vessels
C0273474	10037745	Radial artery injury
C0273478	10022369	Injury to unspecified blood vessel of lower extremity
C0273480	10022311	Injury to popliteal vessel(s), unspecified
C0273480	10022309	Injury to popliteal blood vessels
C0273482	10029174	Nerve compression
C0273482	10011422	Crushed nerve
C0273483	10027693	Cranial nerve injuries
C0273483	10011307	Cranial nerve injury NOS
C0273483	10061094	Cranial nerve injury
C0273483	10022372	Injury to unspecified cranial nerve
C0273484	10005185	Blindness traumatic
C0273484	10044514	Traumatic blindness
C0273489	10011903	Deafness traumatic
C0273520	10025003	Lumbar spinal cord injury without spinal bone injury
C0273521	10039351	Sacral spinal cord injury without spinal bone injury
C0273521	10039352	Sacral spinal cord lesion without spinal bone injury
C0273529	10022376	Injury to unspecified nerve of shoulder girdle and upper limb
C0273529	10022304	Injury to peripheral nerve(s) of shoulder girdle and upper limb
C0273529	10022381	Injury to unspecified peripheral nerve of shoulder girdle and upper limb
C0273531	10022375	Injury to unspecified nerve of pelvic girdle and lower limb
C0273532	10036368	Posterior tibial nerve injury
C0273532	10022315	Injury to posterior tibial nerve
C0273533	10022285	Injury to other specified nerve(s) of pelvic girdle and lower limb
C0273545	10042530	Superficial injury of eye
C0273631	10022415	Insect bite, nonvenomous of trunk, without mention of infection
C0273632	10057710	Insect bite of trunk, non-venomous, infected
C0273632	10022414	Insect bite, nonvenomous of trunk, infected
C0273632	10022406	Insect bite of trunk, nonvenomous, infected
C0273867	10000253	Abrasion or friction burn of fingers, without mention of infection
C0273869	10057712	Insect bite, non-venomous, of fingers, without mention of infection
C0273869	10022417	Insect bite, nonvenomous, of fingers, without mention of infection
C0273934	10006701	Burn confined to eye and adnexa
C0273934	10045648	Unspecified burn of eye and adnexa
C0273940	10006757	Burn of unspecified degree of unspecified site of face and head
C0273941	10015199	Erythema due to burn (first degree) of unspecified site of face and head
C0273948	10005257	Blisters, with epidermal loss due to burn (second degree) of ear (any part)
C0273970	10006748	Burn of unspecified degree of scalp (any part)
C0273982	10006744	Burn of unspecified degree of neck
C0273993	10006728	Burn of unspecified degree of breast
C0274005	10006723	Burn of unspecified degree of abdominal wall
C0274011	10006726	Burn of unspecified degree of back (any part)
C0274035	10006761	Burn of unspecified degree of unspecified site of upper limb
C0274041	10006750	Burn of unspecified degree of shoulder
C0274047	10006749	Burn of unspecified degree of scapular region
C0274053	10006725	Burn of unspecified degree of axilla
C0274056	10017426	Full-thickness skin loss due to burn (third degree NOS) of axilla
C0274065	10006732	Burn of unspecified degree of elbow
C0274071	10006735	Burn of unspecified degree of forearm
C0274083	10006763	Burn of unspecified degree of wrist
C0274084	10015206	Erythema due to burn (first degree) of wrist
C0274089	10006758	Burn of unspecified degree of unspecified site of hand
C0274090	10015200	Erythema due to burn (first degree) of unspecified site of hand
C0274133	10005246	Blisters with epidermal loss due to burn (second degree) of unspecified site of hand
C0274134	10017465	Full-thickness skin loss due to burn (third degree NOS) of wrist(s) and hand(s)
C0274137	10006715	Burn of lower limb(s)
C0274143	10006752	Burn of unspecified degree of thigh (any part)
C0274149	10006738	Burn of unspecified degree of knee
C0274155	10006740	Burn of unspecified degree of lower leg
C0274161	10006724	Burn of unspecified degree of ankle
C0274167	10006734	Burn of unspecified degree of foot
C0274192	10049400	Burning gum
C0274236	10010878	Contusion of unspecified part of lower limb
C0274237	10010839	Contusion of ankle and foot, excluding toe(s)
C0274258	10017034	Foreign body in rectum
C0274265	10001528	Air embolism as an early complication of trauma
C0274267	10039814	Secondary and recurrent hemorrhage as an early complication of trauma
C0274267	10039813	Secondary and recurrent haemorrhage as an early complication of trauma
C0274276	10023949	Late effect of crushing
C0274278	10023969	Late effect of intracranial injury without mention of skull fracture
C0274287	10045860	Unspecified effects of heat and light
C0274287	10014282	Effects of heat and light, unspecified
C0274287	10014281	Effects of heat and light
C0274288	10019334	Heat exhaustion, anhydrotic
C0274294	10009006	Chronic mountain sickness
C0274294	10028014	Mountain sickness chronic
C0274294	10027814	Monges disease
C0274312	10058060	Graft complication
C0274323	10027046	Mechanical complications of unspecified cardiac device, implant, and graft
C0274323	10027033	Mechanical complication of cardiac device, implant, and graft
C0274338	10027039	Mechanical complication of nervous system device, implant, and graft
C0274344	10027045	Mechanical complication of unspecified genitourinary device, implant, and graft
C0274344	10027036	Mechanical complication of genitourinary device, implant, and graft
C0274357	10027032	Mechanical complication of breast prosthesis
C0274372	10010174	Complications of reattached finger(s)
C0274373	10010175	Complications of reattached foot and toe(s)
C0274373	10010155	Complication of reattached foot and toe(s)
C0274405	10036287	Postoperative stitch abscess
C0274411	10014562	Emphysema (subcutaneous) (surgical) resulting from a procedure
C0274411	10042615	Surgical emphysema
C0274417	10070476	Haemodialysis complication
C0274417	10070496	Hemodialysis complication
C0274418	10067594	Peritoneal dialysis complication
C0274430	10046861	Vaccination complication
C0274435	10044359	Transfusion reaction
C0274437	10066182	Delayed haemolytic transfusion reaction
C0274437	10066179	Delayed hemolytic transfusion reaction
C0274456	10000383	Accidental poisoning
C0274456	10035778	Poisoning accidental
C0274484	10036002	Poisoning of antimycobacterial antibiotics
C0274507	10035978	Poisoning by tetracycline group
C0274511	10036004	Poisoning of cephalosporin group
C0274511	10036003	Poisoning of cefalosporin group
C0274526	10035867	Poisoning by hormones and synthetic substitutes
C0274535	10035938	Poisoning by ovarian hormones and synthetic substitutes
C0274594	10035995	Poisoning by vitamin K (Phytonadione)
C0274602	10035887	Poisoning by natural blood and blood products
C0274609	10035985	Poisoning by unspecified analgesic and antipyretic
C0274638	10035992	Poisoning by unspecified sedative or hypnotic
C0274638	10035965	Poisoning by sedatives and hypnotics
C0274702	10008674	Cholinergic syndrome
C0274702	10042796	Syndrome cholinergic
C0274702	10035943	Poisoning by parasympathomimetics (cholinergics)
C0274702	10042831	Syndrome parasympathomimetic
C0274702	10033928	Parasympathomimetic syndrome
C0274714	10001387	Adrenergic syndrome
C0274714	10035976	Poisoning by sympathomimetics (adrenergics)
C0274717	10001402	Adrenolytic syndrome
C0274717	10035975	Poisoning by sympatholytics (antiadrenergics)
C0274727	10012999	Digoxin toxicity
C0274829	10057745	Toxic effect of unspecified substance, chiefly non-medicinal as to source
C0274829	10044218	Toxic effect of unspecified substance, chiefly nonmedicinal as to source
C0274842	10044208	Toxic effect of solvents other than petroleum-based
C0274869	10044193	Toxic effect of other metals
C0274869	10019359	Heavy metal poisoning
C0274869	10027439	Metal poisoning
C0274870	10044214	Toxic effect of unspecified gas, fume, or vapor
C0274908	10044207	Toxic effect of soaps and detergents
C0274967	10035950	Poisoning by phenothiazine-based tranquilizers
C0274967	10035951	Poisoning by phenothiazine-based tranquillizers
C0275009	10034747	Pesticide poisoning
C0275016	10044161	Toxic effect of chlorinated hydrocarbons
C0275083	10014195	Eczema facial
C0275378	10068887	Tobacco poisoning
C0275522	10068163	Subclinical infection
C0275524	10021838	Infection mixed
C0275544	10062343	Congenital infection
C0275544	10010513	Congenital infection NOS
C0275544	10021878	Infections - congenital
C0275551	10061135	Spontaneous bacterial peritonitis
C0275566	10000628	Actinomycotic pulmonary infection
C0275566	10037310	Pulmonary actinomycotic infection
C0275567	10000629	Actinomycotic skin infection
C0275567	10000625	Actinomycotic infection, cutaneous
C0275567	10011658	Cutaneous actinomycotic infection
C0275578	10029442	Nocardia asteroides infection
C0275589	10003976	Bacillus cereus gastroenteritis
C0275590	10016953	Food poisoning due to Clostridium perfringens (C. welchii)
C0275590	10006838	C.perfringens gastroenteritis
C0275590	10009660	Clostridium perfringens gastroenteritis
C0275590	10034433	Perfringens gastroenteritis
C0275590	10017909	Gastroenteritis perfringens
C0275594	10006499	Brucella suis infection
C0275619	10009661	Clostridium perfringens infection
C0275652	10000800	Acute gonococcal urethritis
C0275652	10018602	Gonococcal urethritis acute
C0275652	10046484	Urethritis gonococcal acute
C0275652	10028907	Neisseria gonorrhoeae urethritis acute
C0275652	10028907	Neisseria gonorrheae urethritis acute
C0275654	10000799	Acute gonococcal salpingitis
C0275654	10018595	Gonococcal salpingitis acute
C0275654	10039458	Salpingitis gonococcal acute
C0275654	10018597	Gonococcal salpingitis, specified as acute
C0275660	10008903	Chronic gonococcal urethritis
C0275660	10018603	Gonococcal urethritis chronic
C0275660	10046485	Urethritis gonococcal chronic
C0275660	10028908	Neisseria gonorrhoeae urethritis chronic
C0275660	10028908	Neisseria gonorrheae urethritis chronic
C0275665	10036777	Proctitis gonococcal
C0275666	10019274	Heart disease gonococcal NOS
C0275667	10018614	Gonorrhoea complicating pregnancy, childbirth, or the puerperium
C0275667	10018605	Gonorrhea complicating pregnancy, childbirth, or the puerperium
C0275668	10056689	Bockhart's impetigo
C0275706	10028447	Mycobacterium kansasii infection
C0275708	10028452	Mycobacterium marinum infection
C0275742	10047975	Whooping cough due to bordetella parapertussis (B. parapertussis)
C0275765	10062487	Bronchitis pneumococcal
C0275791	10054190	Shigella sonnei infection
C0275794	10061554	Staphylococcal pharyngitis
C0275797	10064163	Periporitis staphylogenes
C0275798	10042731	Sycosis barbae
C0275798	10049613	Sycosis vulgaris
C0275798	10004090	Barber's rash
C0275804	10044013	Tonsillitis streptococcal
C0275804	10042189	Streptococcal tonsillitis
C0275807	10067236	Cervicitis streptococcal
C0275820	10042879	Syphilis complicating pregnancy, childbirth, or the puerperium
C0275828	10062317	Condyloma latum
C0275834	10001241	Adenopathy due to secondary syphilis
C0275836	10046854	Uveitis due to secondary syphilis
C0275836	10042924	Syphilitic uveitis, unspecified
C0275842	10014058	Early syphilis, latent, unspecified
C0275842	10014056	Early syphilis, latent
C0275844	10002887	Aortic aneurysm syphilitic
C0275844	10002340	Aneurysm of aorta, specified as syphilitic
C0275844	10042899	Syphilitic aneurysm of aorta
C0275859	10014042	Early congenital syphilis, unspecified
C0275865	10054002	Congenital syphilitic osteochondritis
C0275865	10054065	Wegner's disease
C0275874	10023934	Late congenital syphilis, latent
C0275887	10010657	Congenital tuberculosis
C0275891	10045120	Tuberculous pneumonia (any form)
C0275892	10043154	TB hydrothorax
C0275898	10043156	TB of glottis
C0275904	10044794	Tuberculosis of central nervous system NOS
C0275904	10061391	Tuberculosis of central nervous system
C0275904	10046190	Unspecified tuberculosis of central nervous system
C0275904	10046197	Unspecified tuberculosis of central nervous system, unspecified examination
C0275909	10044759	Tuberculosis cerebral
C0275928	10064743	Prostatitis tuberculous
C0275931	10044827	Tuberculosis of female genital organs
C0275933	10039463	Salpingitis tuberculous
C0275933	10045136	Tuberculous salpingitis
C0275933	10028464	Mycobacterium tuberculosis salpingitis
C0275933	10039448	Salpingeal tuberculosis
C0275933	10043160	TB salpingitis
C0275956	10044902	Tuberculosis of mastoid
C0275958	10071559	Tuberculous endometritis
C0275959	10066670	Acute tuberculosis
C0275962	10066674	Chronic tuberculosis
C0275976	10045273	Typhoid and paratyphoid fevers
C0275982	10007046	Campylobacter diarrhoea
C0275982	10012739	Diarrhoea campylobacter
C0275982	10007046	Campylobacter diarrhea
C0275982	10012730	Diarrhea campylobacter
C0275982	10022660	Intestinal infection due to campylobacter
C0275982	10007045	Camphylobacter diarrhea
C0275982	10007048	Campylobacter gastroenteritis
C0275982	10017897	Gastroenteritis campylobacter
C0275982	10053137	Campylobacter intestinal infection
C0275990	10022036	Initial lesions of yaws
C0276001	10020650	Hyperkeratosis due to yaws
C0276007	10018792	Gummata and ulcers due to yaws
C0276009	10017710	Gangosa
C0276016	10048235	Yaws of bone
C0276026	10035681	Pneumonia due to Hemophilus Influenzae (H. influenzae)
C0276026	10035680	Pneumonia due to Haemophilus influenzae (H. influenzae)
C0276026	10018950	Haemophilus influenza pneumonia
C0276026	10060623	Hemophilus influenza pneumonia
C0276028	10018953	Haemophilus influenzae meningitis
C0276028	10018953	Hemophilus influenzae meningitis
C0276028	10060626	Hemophilus influenza meningitis
C0276029	10058214	Septicaemia due to Haemophilus influenzae (H. influenzae)
C0276029	10040093	Septicemia due to Hemophilus influenzae (H. influenzae)
C0276058	10022658	Intestinal infection due to aerobacter aerogenes
C0276063	10032465	Other septicemia due to gram-negative organisms
C0276063	10040094	Septicemia due to other gram-negative organisms
C0276063	10040076	Septicaemia due to other gram-negative organisms
C0276084	10065237	Osteomyelitis bacterial
C0276085	10069756	Ecthyma gangrenosum
C0276088	10060412	Septicaemia due to Escherichia coli (E. coli)
C0276088	10040091	Septicemia due to Escherichia coli (E. coli)
C0276088	10054708	Septicemia escherichia
C0276088	10040077	Septicaemia escherichia
C0276089	10035699	Pneumonia escherichia
C0276089	10035679	Pneumonia due to Escherichia coli (E. Coli)
C0276108	10054251	Chlamydia psittaci infection
C0276138	10047470	Viral myocarditis
C0276138	10028618	Myocarditis viral NOS
C0276139	10047472	Viral pericarditis
C0276139	10034499	Pericarditis viral NOS
C0276141	10053160	Bronchitis viral
C0276143	10047473	Viral pharyngitis
C0276143	10034840	Pharyngitis viral NOS
C0276143	10047479	Viral sore throat
C0276144	10047480	Viral tonsillitis
C0276144	10044014	Tonsillitis viral NOS
C0276145	10047481	Viral tracheitis
C0276145	10044305	Tracheitis viral NOS
C0276148	10046046	Unspecified non-arthropod-borne viral diseases of central nervous system
C0276156	10035665	Pneumonia adenoviral
C0276156	10035677	Pneumonia due to adenovirus
C0276161	10041047	Slow virus infection
C0276162	10014867	Enteritis due to adenovirus
C0276180	10069538	Monkeypox
C0276225	10019949	Congenital herpes simplex infection
C0276226	10014590	Encephalitis herpes
C0276226	10019953	Herpes simplex encephalitis
C0276248	10065038	Herpes zoster disseminated
C0276249	10019993	Herpes zoster with unspecified complication
C0276252	10011830	Cytomegalovirus hepatitis
C0276252	10019761	Hepatitis cytomegalovirus
C0276252	10019760	Hepatitis CMV
C0276253	10035676	Pneumonia cytomegaloviral
C0276253	10035706	Pneumonia in cytomegalic inclusion disease
C0276254	10011834	Cytomegalovirus mononucleosis
C0276257	10019781	Hepatitis infectious mononucleosis
C0276257	10018301	Glandular fever hepatitis
C0276262	10016765	Flat warts
C0276262	10035150	Planar warts
C0276264	10054811	Buschke-Lowenstein's tumor
C0276264	10059427	Buschke-Lowenstein's tumour
C0276306	10039266	Rubella of mother, comp pregnancy, childbirth, or the puerperium, unspec as to eoc
C0276306	10039267	Rubella of mother, complicating pregnancy, childbirth, or the puerperium, unspecified as to episode
C0276308	10003270	Arthritis rubella
C0276308	10003252	Arthritis due to rubella
C0276333	10035727	Pneumonia parainfluenzae viral
C0276333	10035690	Pneumonia due to parainfluenza virus
C0276340	10038718	Respiratory syncytial virus bronchiolitis
C0276341	10069811	Respiratory syncytial virus bronchitis
C0276348	10058104	Influenza encephalopathy
C0276357	10069500	Swine influenza
C0276430	10027233	Meningitis enteroviral
C0276430	10027213	Meningitis due to enterovirus
C0276430	10027222	Meningitis due to other enterovirus
C0276430	10027214	Meningitis due to enterovirus, other
C0276430	10027229	Meningitis due to unspecified enterovirus
C0276430	10027215	Meningitis due to enterovirus, unspecified
C0276431	10027208	Meningitis coxsackie viral
C0276431	10027211	Meningitis due to coxsackie virus
C0276431	10011253	Coxsackie aseptic meningitis
C0276434	10000805	Acute hepatitis A
C0276447	10061494	Rhinovirus infection
C0276447	10039107	Rhinovirus infection NOS
C0276535	10023286	Kaposi's sarcoma AIDS related
C0276535	10023289	Kaposi's sarcoma epidemic type
C0276588	10065683	AIDS neuropathy
C0276609	10059193	Acute hepatitis B
C0276619	10029790	Norwalk virus gastroenteritis
C0276619	10017906	Gastroenteritis Norwalk virus
C0276619	10068193	Gastroenteritis small round-structured virus
C0276619	10068192	Gastroenteritis Norwalk-like virus
C0276619	10029788	Norwalk viral gastroenteritis
C0276647	10065220	Pericarditis fungal
C0276648	10017529	Fungal endocarditis
C0276648	10014673	Endocarditis fungal NOS
C0276651	10003487	Aspergilloma
C0276653	10022881	Invasive bronchopulmonary aspergillosis
C0276655	10003494	Aspergillus fumigatus infection
C0276657	10070985	Aspergillus niger infection
C0276658	10003492	Aspergillus flavus infection
C0276680	10054230	Candida albicans infection
C0276682	10028924	Neonatal candida infection
C0276683	10047751	Vulval candida
C0276684	10004074	Balanitis candida
C0276684	10007144	Candidal balanitis
C0276684	10027820	Monilial balanitis
C0276684	10004075	Balanitis monilial
C0276684	10043650	Thrush balanitis
C0276685	10028688	Nail candida
C0276685	10027818	Monilia of nail
C0276687	10013439	Disseminated cryptococcosis
C0276687	10064460	Cryptococcosis extrapulmonary
C0276688	10067565	Pneumonia cryptococcal
C0276688	10037371	Pulmonary cryptococcosis
C0276688	10011489	Cryptococcal pneumonitis
C0276688	10035746	Pneumonitis cryptococcal
C0276715	10070989	Rhizopus infection
C0276721	10034799	Phaehyphomycosis
C0276721	10021807	Infection by dematiacious fungi (Phaehyphomycosis)
C0276726	10011676	Cutaneous sporotrichosis
C0276727	10025248	Lymphocutaneous sporotrichosis
C0276742	10023375	Kerion
C0276758	10051919	Fusarium infection
C0276774	10046118	Unspecified protozoal intestinal disease
C0276804	10028617	Myocarditis toxoplasmal
C0276804	10028609	Myocarditis due to toxoplasmosis
C0276822	10056970	Naegleria infection
C0276822	10028675	Naegleri infection
C0276832	10010538	Congenital malaria
C0276908	10064107	Pneumocystis jiroveci infection
C0276908	10073756	Pneumocystis jirovecii infection
C0276912	10074264	Pythium insidiosum infection
C0276926	10054604	Schistosoma hematobium infection
C0276926	10039599	Schistosoma haematobium infection
C0276926	10039605	Schistosomiasis bladder
C0276926	10004652	Bilharzia infection
C0276926	10054605	Schistosomiasis due to schistosoma hematobium
C0276926	10039607	Schistosomiasis due to schistosoma haematobium
C0277027	10013031	Diphyllobothrium latum infection
C0277045	10013882	Dwarf tapeworm infection
C0277045	10020548	Hymenolepsis nana infection
C0277056	10014108	Echinococcus multilocularis infection, other
C0277120	10002259	Ancylostomiasis due to ancylostoma ceylanicum
C0277154	10044266	Toxocara canis infection
C0277155	10044267	Toxocara cati infection
C0277302	10042253	Strongyloides stercoralis infection
C0277343	10060969	Arthropod infestation
C0277343	10003400	Arthropod infestation NOS
C0277346	10004194	Bed bug infestation
C0277346	10004195	Bed bugs
C0277347	10009188	Cimex lectularius infestation
C0277351	10027777	Mixed pediculosis infestation
C0277355	10016773	Flea infestation
C0277524	10021905	Infectious colitis
C0277525	10017784	Gastric flu
C0277525	10073717	Infective gastroenteritis
C0277525	10042105	Stomach flu
C0277528	10044552	Traveller's diarrhea
C0277528	10044553	Traveller's diarrhoea
C0277538	10032118	Other ill-defined conditions
C0277577	10037182	Psychic disorder NOS
C0277577	10037181	Psychic disorder
C0277577	10037183	Psychic disturbance
C0277585	10061822	Drug intolerance
C0277585	10048697	Drug intolerance NOS
C0277589	10017067	Found dead (cause undetermined)
C0277589	10063378	Unknown cause of death
C0277589	10052809	Death unexplained
C0277589	10011941	Death unexplained (NOS)
C0277590	10011915	Death occurring in less than 24 hours from onset of symptoms, not otherwise explained
C0277631	10042169	Strangulation
C0277638	10063746	Accidental death
C0277644	10014405	Electrocution
C0277730	10040468	Sexual assault victim
C0277731	10037840	Rape victim
C0277794	10036985	Prostration
C0277799	10058698	Intermittent fever
C0277799	10022571	Intermittent pyrexia
C0277807	10015650	Exercise lack of
C0277821	10024082	Lead pipe rigidity
C0277821	10035507	Plastic rigidity
C0277823	10063952	Charley horse
C0277833	10067231	Harrison's groove
C0277839	10058444	Hoffmann's sign
C0277842	10051191	Accoucheur's hand
C0277843	10052492	Tinel's sign
C0277849	10051870	Psoas sign
C0277855	10052390	Laryngeal dyspnoea
C0277855	10055549	Laryngeal dyspnea
C0277858	10062285	Breath sounds absent
C0277873	10052319	Nasal flaring
C0277882	10005764	Blood pressure systolic normal
C0277882	10042961	Systolic pressure normal
C0277883	10005757	Blood pressure systolic abnormal
C0277884	10005760	Blood pressure systolic increased
C0277884	10005759	Blood pressure systolic high
C0277884	10042960	Systolic pressure increased
C0277884	10039508	SBP increased
C0277885	10005758	Blood pressure systolic decreased
C0277885	10005763	Blood pressure systolic low
C0277885	10042959	Systolic pressure decreased
C0277885	10039507	SBP decreased
C0277887	10005741	Blood pressure diastolic normal
C0277887	10012754	Diastolic blood pressure normal
C0277887	10012757	Diastolic BP normal
C0277888	10005736	Blood pressure diastolic abnormal
C0277889	10005739	Blood pressure diastolic increased
C0277889	10012753	Diastolic blood pressure increased
C0277889	10005738	Blood pressure diastolic high
C0277889	10012756	Diastolic BP increased
C0277889	10011868	DBP increased
C0277889	10012761	Diastolic pressure increased
C0277890	10005737	Blood pressure diastolic decreased
C0277890	10012752	Diastolic blood pressure decreased
C0277890	10066077	Diastolic hypotension
C0277890	10005740	Blood pressure diastolic low
C0277890	10012755	Diastolic BP decreased
C0277890	10011867	DBP decreased
C0277890	10012760	Diastolic pressure decreased
C0277894	10007981	Central venous pressure normal
C0277894	10011696	CVP normal
C0277895	10007978	Central venous pressure abnormal
C0277896	10007980	Central venous pressure increased
C0277896	10036641	Pressure central venous increased
C0277896	10011694	CVP increase
C0277897	10007979	Central venous pressure decreased
C0277897	10011695	CVP low
C0277898	10037477	Pulse normal
C0277899	10037469	Pulse absent
C0277899	10037495	Pulseless
C0277899	10037497	Pulselessness
C0277899	10037472	Pulse immeasurable
C0277899	10037473	Pulse impalpable
C0277899	10045507	Undetectable pulse
C0277900	10029775	Normal pulse rate
C0277903	10002033	Anacrotic pulse
C0277912	10050572	Austin-Flint murmur
C0277919	10047245	Venous stasis
C0277919	10047219	Venostasis
C0277919	10048591	Post thrombotic syndrome
C0277921	10051392	Diapedesis
C0277925	10034568	Peripheral coldness
C0277925	10009857	Cold extremities
C0277925	10009874	Coldness of limbs
C0277934	10051832	Aortic bruit
C0277939	10052611	Crow's feet
C0277941	10005088	Blanching of skin
C0277942	10067982	Butterfly rash
C0277942	10067983	Malar rash
C0277960	10013779	Dry hair
C0277960	10019040	Hair dryness
C0277961	10072816	Oily hair
C0277967	10073463	Adipsia
C0277982	10050291	Breath alcohol
C0277982	10006327	Breath odour alcohol
C0277982	10055423	Breath odor alcohol
C0277986	10049305	Gingival oedema
C0277986	10054394	Gingival edema
C0277986	10049396	Oedema gum
C0277986	10054492	Edema gum
C0278005	10070940	Bowel sounds normal
C0278008	10008399	Change of bowel habit
C0278008	10008394	Change in bowel habit NOS
C0278008	10008395	Change in bowel habits
C0278016	10016101	Faeces hard
C0278016	10016309	Feces hard
C0278016	10042155	Stools hard
C0278024	10060695	Residual urine
C0278034	10009686	Cloudy urine
C0278037	10051432	Febrile urine
C0278045	10057135	Urine odour abnormal
C0278045	10074143	Urine odor abnormal
C0278061	10027381	Mental state abnormal
C0278079	10012352	Dependence psychological
C0278080	10012351	Dependence physiological
C0278085	10071448	Bradylalia
C0278085	10071300	Bradyarthria
C0278106	10014328	Ejaculation failure
C0278106	10073936	Anejaculation
C0278107	10072353	Painful ejaculation
C0278110	10019471	Hemiplegia crossed
C0278124	10067218	Tendon reflex absent
C0278126	10050073	Equilibrium loss
C0278134	10040030	Sensory loss
C0278144	10033392	Pain dull
C0278146	10050007	Shooting pain
C0278147	10059604	Radicular pain
C0278148	10056359	Throbbing pain
C0278151	10063006	Facial spasm
C0278152	10063008	Hemifacial spasm
C0278182	10064816	Light sleep
C0278215	10052128	Glare
C0278216	10071641	Bell's phenomenon
C0278217	10057893	Graefe's sign
C0278224	10063187	Ocular bruit
C0278245	10039190	Rinne tuning fork test
C0278247	10047877	Weber tuning fork test
C0278281	10052981	Laryngostomy
C0278293	10006703	Burn dressing
C0278293	10006704	Burn dressing change
C0278302	10066402	Gastroduodenectomy
C0278307	10049804	Colorectostomy
C0278314	10050001	Nephrostomy
C0278321	10004570	Bilateral oophorectomy
C0278321	10030339	Oophorectomy bilateral
C0278347	10035453	Plasma transfusion
C0278350	10053097	ENT examination
C0278350	10056807	Ear, nose and throat examination
C0278350	10053071	Eye, nose and throat examination
C0278474	10007337	Carcinoma colon stage I
C0278474	10009953	Colon cancer stage I
C0278474	10009946	Colon cancer Duke's A
C0278474	10009958	Colon carcinoma Duke's A
C0278474	10007331	Carcinoma colon Duke's A
C0278479	10009954	Colon cancer stage II
C0278479	10007338	Carcinoma colon stage II
C0278479	10009965	Colon carcinoma stage II
C0278480	10009955	Colon cancer stage III
C0278480	10009949	Colon cancer Duke's C
C0278480	10009961	Colon carcinoma Duke's C
C0278480	10007334	Carcinoma colon Duke's C
C0278480	10009991	Colonic cancer stage III
C0278480	10009966	Colon carcinoma stage III
C0278484	10025856	Malignant neoplasm of colon stage IV
C0278484	10009956	Colon cancer stage IV
C0278484	10009950	Colon cancer Duke's D
C0278484	10055114	Colon cancer metastatic
C0278484	10050035	Metastatic colon cancer
C0278484	10025857	Malignant neoplasm of colon stage IV, unspecified
C0278485	10007307	Carcinoma breast stage I
C0278485	10006213	Breast carcinoma stage I
C0278485	10006208	Breast carcinoma NOS stage I
C0278485	10006199	Breast cancer stage I
C0278485	10006194	Breast cancer NOS stage I
C0278486	10006200	Breast cancer stage II
C0278486	10006195	Breast cancer NOS stage II
C0278486	10007308	Carcinoma breast stage II
C0278486	10006214	Breast carcinoma stage II
C0278486	10006209	Breast carcinoma NOS stage II
C0278487	10006201	Breast cancer stage III
C0278487	10006196	Breast cancer NOS stage III
C0278487	10007309	Carcinoma breast stage III
C0278487	10006215	Breast carcinoma stage III
C0278487	10006210	Breast carcinoma NOS stage III
C0278488	10007310	Carcinoma breast stage IV
C0278488	10006216	Breast carcinoma stage IV
C0278488	10006211	Breast carcinoma NOS stage IV
C0278488	10006202	Breast cancer stage IV
C0278488	10006197	Breast cancer NOS stage IV
C0278488	10055113	Breast cancer metastatic
C0278488	10027475	Metastatic breast cancer
C0278493	10006198	Breast cancer recurrent
C0278493	10006193	Breast cancer NOS recurrent
C0278493	10007306	Carcinoma breast recurrent
C0278493	10006212	Breast carcinoma recurrent
C0278493	10006207	Breast carcinoma NOS recurrent
C0278495	10026480	Malignant neoplasm of stomach stage I
C0278495	10017763	Gastric cancer stage I
C0278495	10042084	Stomach cancer stage I
C0278495	10017800	Gastric malignancy stage I
C0278496	10026481	Malignant neoplasm of stomach stage II
C0278496	10017764	Gastric cancer stage II
C0278496	10042085	Stomach cancer stage II
C0278496	10017801	Gastric malignancy stage II
C0278497	10026482	Malignant neoplasm of stomach stage III
C0278497	10017765	Gastric cancer stage III
C0278497	10042086	Stomach cancer stage III
C0278497	10017802	Gastric malignancy stage III
C0278498	10026483	Malignant neoplasm of stomach stage IV NOS
C0278498	10061967	Gastric cancer stage IV
C0278498	10017766	Gastric cancer stage IV NOS
C0278498	10063916	Metastatic gastric cancer
C0278498	10042087	Stomach cancer stage IV NOS
C0278498	10017803	Gastric malignancy stage IV NOS
