drugbank-id,assoc_cond
DB00520,Invasive Aspergillosis
DB00582,Invasive Aspergillosis
DB00681,Invasive Aspergillosis
DB01263,Invasive Aspergillosis
DB06636,Invasive Aspergillosis
DB00481,Invasive Breast Cancer
DB00675,Invasive Breast Cancer
DB01263,Invasive bronchopulmonary aspergillosis
DB00646,Invasive Candidiasis
DB16310,Invasive Candidiasis
DB01217,Invasive Early Breast Cancer
DB00681,Invasive Fungal Infections
DB10076,Invasive Infection caused by Haemophilus Influenzae Type B
DB10342,Invasive Infection caused by Haemophilus Influenzae Type B
DB10285,Invasive Infection caused by Neisseria Meningitidis Serogroup B
DB10293,Invasive Infection caused by Streptococcus pneumoniae serotype 1
DB10298,Invasive Infection caused by Streptococcus pneumoniae serotype 19A
DB10291,Invasive Infection caused by Streptococcus pneumoniae serotype 19F
DB10292,Invasive Infection caused by Streptococcus pneumoniae serotype 23F
DB10294,Invasive Infection caused by Streptococcus pneumoniae serotype 3
DB10286,Invasive Infection caused by Streptococcus pneumoniae serotype 4
DB10295,Invasive Infection caused by Streptococcus pneumoniae serotype 5
DB10296,Invasive Infection caused by Streptococcus pneumoniae serotype 6A
DB10287,Invasive Infection caused by Streptococcus pneumoniae serotype 6B
DB10297,Invasive Infection caused by Streptococcus pneumoniae serotype 7F
DB10288,Invasive Infection caused by Streptococcus pneumoniae serotype 9V
DB10061,Invasive Meningococcal Infection caused by Neisseria meningitidis serogroup A
DB10798,Invasive Meningococcal Infection caused by Neisseria meningitidis serogroup A
DB13889,Invasive Meningococcal Infection caused by Neisseria meningitidis serogroup A
DB10061,Invasive Meningococcal Infection caused by Neisseria meningitidis serogroup C
DB10799,Invasive Meningococcal Infection caused by Neisseria meningitidis serogroup C
DB13890,Invasive Meningococcal Infection caused by Neisseria meningitidis serogroup C
DB15681,Invasive Meningococcal Infection caused by Neisseria meningitidis serogroup C
DB10061,Invasive Meningococcal Infection caused by Neisseria meningitidis serogroup W-135
DB10801,Invasive Meningococcal Infection caused by Neisseria meningitidis serogroup W-135
DB13887,Invasive Meningococcal Infection caused by Neisseria meningitidis serogroup W-135
DB10061,Invasive Meningococcal Infection caused by Neisseria meningitidis serogroup Y
DB10800,Invasive Meningococcal Infection caused by Neisseria meningitidis serogroup Y
DB13888,Invasive Meningococcal Infection caused by Neisseria meningitidis serogroup Y
DB10293,Invasive Streptococcal Infection
DB06715,Iodine Deficiency
DB00027,Iridocyclitis
DB00443,Iridocyclitis
DB00635,Iridocyclitis
DB00741,Iridocyclitis
DB00860,Iridocyclitis
DB00959,Iridocyclitis
DB01234,Iridocyclitis
DB01285,Iridocyclitis
DB01380,Iridocyclitis
DB14539,Iridocyclitis
DB00443,Iritis
DB00635,Iritis
DB00741,Iritis
DB00860,Iritis
DB00959,Iritis
DB01234,Iritis
DB01284,Iritis
DB01285,Iritis
DB01380,Iritis
DB06711,Iritis
DB13158,Iritis
DB14539,Iritis
DB00873,Iritis
DB00126,Iron Deficiency (ID)
DB00133,Iron Deficiency (ID)
DB00152,Iron Deficiency (ID)
DB00158,Iron Deficiency (ID)
DB00650,Iron Deficiency (ID)
DB00893,Iron Deficiency (ID)
DB01592,Iron Deficiency (ID)
DB01593,Iron Deficiency (ID)
DB03256,Iron Deficiency (ID)
DB06715,Iron Deficiency (ID)
DB11093,Iron Deficiency (ID)
DB11209,Iron Deficiency (ID)
DB12208,Iron Deficiency (ID)
DB13257,Iron Deficiency (ID)
DB13423,Iron Deficiency (ID)
DB13995,Iron Deficiency (ID)
DB14488,Iron Deficiency (ID)
DB14489,Iron Deficiency (ID)
DB14491,Iron Deficiency (ID)
DB14501,Iron Deficiency (ID)
DB14510,Iron Deficiency (ID)
DB15598,Iron Deficiency (ID)
DB15763,Iron Deficiency (ID)
DB15824,Iron Deficiency (ID)
DB00115,Iron Deficiency Anemia (IDA)
DB00126,Iron Deficiency Anemia (IDA)
DB00133,Iron Deficiency Anemia (IDA)
DB00158,Iron Deficiency Anemia (IDA)
DB00165,Iron Deficiency Anemia (IDA)
DB01592,Iron Deficiency Anemia (IDA)
DB03247,Iron Deficiency Anemia (IDA)
DB03323,Iron Deficiency Anemia (IDA)
DB06215,Iron Deficiency Anemia (IDA)
DB08917,Iron Deficiency Anemia (IDA)
DB09517,Iron Deficiency Anemia (IDA)
DB11209,Iron Deficiency Anemia (IDA)
DB12208,Iron Deficiency Anemia (IDA)
DB13257,Iron Deficiency Anemia (IDA)
DB13423,Iron Deficiency Anemia (IDA)
DB13771,Iron Deficiency Anemia (IDA)
DB13949,Iron Deficiency Anemia (IDA)
DB14488,Iron Deficiency Anemia (IDA)
DB14491,Iron Deficiency Anemia (IDA)
DB14510,Iron Deficiency Anemia (IDA)
DB14520,Iron Deficiency Anemia (IDA)
DB15617,Iron Deficiency Anemia (IDA)
DB04160,Iron Deficiency Anemia caused by hemodialysis-dependent chronic kidney disease (HDD-CKD)
DB00746,Iron Overload
DB11626,Irresectable soft tissue sarcoma of the limb
DB09154,Irrigation during surgical procedures
DB01164,Irrigation of the joints
DB06812,Irrigation of the ocular surface therapy
DB09154,Irrigation of the ocular surface therapy
DB09449,Irrigation of the ocular surface therapy
DB11326,Irrigation of the ocular surface therapy
DB14505,Irrigation of the ocular surface therapy
DB00145,Irrigation therapy
DB00878,Irrigation therapy
DB01164,Irrigation therapy
DB09357,Irrigation therapy
DB09395,Irrigation therapy
DB09407,Irrigation therapy
DB13180,Irrigation therapy
DB00734,Irritability
DB01238,Irritability
DB13974,Irritability
DB00321,Irritable Bowel Syndrome (IBS)
DB00424,Irritable Bowel Syndrome (IBS)
DB00475,Irritable Bowel Syndrome (IBS)
DB00540,Irritable Bowel Syndrome (IBS)
DB00715,Irritable Bowel Syndrome (IBS)
DB00771,Irritable Bowel Syndrome (IBS)
DB00804,Irritable Bowel Syndrome (IBS)
DB01151,Irritable Bowel Syndrome (IBS)
DB01220,Irritable Bowel Syndrome (IBS)
DB09089,Irritable Bowel Syndrome (IBS)
DB09090,Irritable Bowel Syndrome (IBS)
DB11198,Irritable Bowel Syndrome (IBS)
DB12554,Irritable Bowel Syndrome (IBS)
DB13042,Irritable Bowel Syndrome (IBS)
DB13844,Irritable Bowel Syndrome (IBS)
DB16539,Irritable Bowel Syndrome (IBS)
DB01046,Irritable Bowel Syndrome With Constipation (IBS-C)
DB01079,Irritable Bowel Syndrome With Constipation (IBS-C)
DB08890,Irritable Bowel Syndrome With Constipation (IBS-C)
DB11761,Irritable Bowel Syndrome With Constipation (IBS-C)
DB13170,Irritable Bowel Syndrome With Constipation (IBS-C)
DB03255,Irritation lips
DB00388,Irritative cough
DB00514,Irritative cough
DB00852,Irritative cough
DB00874,Irritative cough
DB01075,Irritative cough
DB09209,Irritative cough
DB11278,Irritative cough
DB01390,Ischaemia
DB00054,Ischemic cardiovascular events
DB01225,Ischemic complications caused by non-q wave myocardial infarction
DB01225,Ischemic complications caused by unstable angina
DB09316,Ischemic Heart Disease
DB00678,Ischemic Stroke
DB00699,Ischemic Stroke
DB05389,Ischemic Ulcers
DB09211,Ischemic Ulcers
DB00761,Isotonic Dehydration
DB01164,Isotonic Dehydration
DB09153,Isotonic Dehydration
DB11151,Isotonic Dehydration
DB12751,Isotonic Dehydration
DB00443,Itching caused by Allergies
DB00825,Itching caused by Dandruff
DB00741,Itching caused by Hemorrhoids
DB00994,Itching caused by Infection
DB00792,Itching caused by Insect Bites
DB11114,Itching caused by Insect Bites
DB00792,Itching caused by Jellyfish Stings
DB00792,Itching caused by Nettles
DB00860,Itching caused by susceptible Bacterial Infections
DB00620,Itching of the Anus
DB00741,Itching of the Anus
DB00620,Itching of the External Genitalia
DB00620,Itching of the Foot
DB00620,Itching of the genitals
DB00620,Itching of the hand
DB00388,Itching of the nose
DB00514,Itching of the nose
DB00588,Itching of the nose
DB01075,Itching of the nose
DB01114,Itching of the nose
DB09345,Itching of the perianal area
DB11058,Itching of the perianal area
DB00825,Itching of the scalp
DB15840,Itching of the scalp
DB00388,Itching of the throat
DB00514,Itching of the throat
DB01075,Itching of the throat
DB01114,Itching of the throat
DB00388,Itchy throat
DB01114,Itchy throat
DB00252,Jacksonian epilepsy
DB10769,Japanese Encephalitis
DB16577,Japanese Encephalitis
DB09007,Jellyfish Stings
DB16613,Joint Arthroplasty
DB00025,Joint Damage
DB00316,Joint dislocations
DB02513,Joint Dysfunction
DB16159,Joint Inflammation
DB00140,Joint Pain
DB00281,Joint Pain
DB00328,Joint Pain
DB00586,Joint Pain
DB00825,Joint Pain
DB01296,Joint Pain
DB01364,Joint Pain
DB01744,Joint Pain
DB02513,Joint Pain
DB09543,Joint Pain
DB11120,Joint Pain
DB11201,Joint Pain
DB11288,Joint Pain
DB11323,Joint Pain
DB11324,Joint Pain
DB11344,Joint Pain
DB11345,Joint Pain
DB14156,Joint Pain
DB15785,Joint Pain
DB16159,Joint Pain
DB15907,Joint sprains
DB09301,Joint supplementation therapy
DB13501,Juvenile Cataracts
DB06273,Juvenile Chronic Polyarthritis
DB00091,Juvenile Idiopathic Arthritis (JIA)
DB00586,Juvenile Idiopathic Arthritis (JIA)
DB00620,Juvenile Idiopathic Arthritis (JIA)
DB00749,Juvenile Idiopathic Arthritis (JIA)
DB00788,Juvenile Idiopathic Arthritis (JIA)
DB00939,Juvenile Idiopathic Arthritis (JIA)
DB00945,Juvenile Idiopathic Arthritis (JIA)
DB01050,Juvenile Idiopathic Arthritis (JIA)
DB01097,Juvenile Idiopathic Arthritis (JIA)
DB01401,Juvenile Idiopathic Arthritis (JIA)
DB09029,Juvenile Idiopathic Arthritis (JIA)
DB09029,Juvenile psoriatic arthritis
DB09105,Juvenile-onset Hypophosphatasia
DB00034,Kaposi's Sarcoma
DB00105,Kaposi's Sarcoma
DB00541,Kaposi's Sarcoma
DB00570,Kaposi's Sarcoma
DB01229,Kaposi's Sarcoma
DB08910,Kaposi's Sarcoma
DB00297,Keloids Scars
DB00443,Keloids Scars
DB00620,Keloids Scars
DB00959,Keloids Scars
DB01234,Keloids Scars
DB05389,Keloids Scars
DB14669,Keloids Scars
DB00459,Keratinization disorders
DB00936,Keratinization disorders
DB00755,Keratinization disorders of the feet
DB00755,Keratinization disorders of the hand
DB11341,Keratinized Tissue
DB00027,Keratitis
DB00324,Keratitis
DB00443,Keratitis
DB00446,Keratitis
DB00635,Keratitis
DB00741,Keratitis
DB00840,Keratitis
DB00860,Keratitis
DB00959,Keratitis
DB01234,Keratitis
DB01284,Keratitis
DB01285,Keratitis
DB01380,Keratitis
DB06764,Keratitis
DB14539,Keratitis
DB15794,Keratitis
DB00443,Keratitis interstitial
DB13158,Keratitis interstitial
DB00443,Keratoconjunctivitis
DB00798,Keratoconjunctivitis
DB01003,Keratoconjunctivitis
DB06764,Keratoconjunctivitis
DB08818,Keratoconjunctivitis
DB00840,Keratoconjunctivitis Sicca (KCS)
DB06151,Keratopathy
DB11098,Ketoacidosis caused by Hypokalemia
DB00165,Ketosis
DB00125,Kidney Damage
DB09133,Kidney Diseases
DB14669,Kidney Diseases
DB00955,Kidney infection
DB15975,Kidney infection caused by susceptible bacteria
DB01148,Kidney Stones
DB04272,Kidney Stones
DB06823,Kidney Stones
DB09125,Kidney Stones
DB09459,Kidney Stones
DB09481,Kidney Stones
DB11098,Kidney Stones
DB15574,Kidney Stones
DB00087,Kidney Transplant Rejection
DB00091,Kidney Transplant Rejection
DB00864,Kidney Transplant Rejection
DB00993,Kidney Transplant Rejection
DB01024,Kidney Transplant Rejection
DB01590,Kidney Transplant Rejection
DB06681,Kidney Transplant Rejection
DB09312,Kidney Transplant Rejection
DB00781,Klebsiella bacteraemia
DB00254,Klebsiella Infections
DB00759,Klebsiella Infections
DB00286,Kraurosis Vulvae
DB00783,Kraurosis Vulvae
DB13968,Kwashiorkor
DB00985,Labyrinthine disorder
DB14496,Lacrimal gland disorder
DB06711,Lacrimation
DB13761,Lactose Intolerance
DB11640,Lambert Eaton Myasthenic Syndrome (LEMS)
DB12240,Large B Cell Lymphoma
DB16371,Large B Cell Lymphoma
DB09157,Laryngeal Injuries
DB00874,Laryngitis
DB01086,Laryngitis
DB09084,Laryngitis
DB13216,Laryngitis
DB13714,Laryngitis
DB13908,Laryngitis
DB13910,Laryngitis
DB15956,Laryngitis
DB16362,Laryngitis
DB13456,Laryngitis bacterial
DB00388,Laryngotracheitis
DB00668,Laryngotracheobronchitis
DB00615,Late phase Tuberculosis
DB00951,Late phase Tuberculosis
DB01045,Late phase Tuberculosis
DB01201,Late phase Tuberculosis
DB13173,Late-infantile Neuronal Ceroid Lipofuscinosis Type 2 (CLN2)
DB00158,Latent Iron Deficiency
DB16099,Late-onset Pompe Disease
DB16708,Late-onset Pompe Disease
DB09357,Lateral Epicondylitis
DB00572,Laughing
DB09268,Laxative
DB09210,Learning Disorders
DB09081,"Leber Hereditary Optic Neuropathy (Optic, Atrophy, Hereditary, Leber)"
DB00519,Left Ventricular Dysfunction
DB00881,Left Ventricular Dysfunction
DB09083,Left Ventricular Dysfunction
DB09477,Left Ventricular Dysfunction
DB09502,Left Ventricular Dysfunction
DB00343,Leg cramps
DB00199,Legionella Pneumophila Infections
DB00398,Leiomyosarcoma (LMS)
DB00681,Leishmaniasis
DB05630,Leishmaniasis
DB00273,Lennox-Gastaut Syndrome
DB01068,Lennox-Gastaut Syndrome
DB06201,Lennox-Gastaut Syndrome
DB13501,Lenticular opacities
DB00845,Lepromatous Leprosy
DB11700,Leptin Receptor Deficiency Obesity
DB00597,Lesions of the Head and Neck
DB09357,Lesions of the Mucous Membranes
DB00570,Letterer-Siwe disease
DB00297,Leukemias
DB00443,Leukemias
DB00620,Leukemias
DB00635,Leukemias
DB00741,Leukemias
DB00959,Leukemias
DB14545,Leukemias
DB14644,Leukemias
DB00190,Levodopa-driven nausea and vomiting
DB13587,Leydig Cell Failure in Adult
DB00431,Lice Infestations
DB00676,Lice Infestations
DB09350,Lice of the body
DB04930,Lice of the pubic area
DB09350,Lice of the pubic area
DB00936,Lichen
DB00936,Lichen Planopilaris
DB00443,Lichen Planus (LP)
DB00620,Lichen Planus (LP)
DB00663,Lichen Planus (LP)
DB00936,Lichen Planus (LP)
DB00959,Lichen Planus (LP)
DB00994,Lichen Planus (LP)
DB01234,Lichen Planus (LP)
DB03904,Lichen Planus (LP)
DB14669,Lichen Planus (LP)
DB00443,Lichen simplex chronicus
DB00620,Lichen simplex chronicus
DB00936,Lichen simplex chronicus
DB00959,Lichen simplex chronicus
DB01142,Lichen simplex chronicus
DB01234,Lichen simplex chronicus
DB04815,Lichen simplex chronicus
DB13906,Lichen simplex chronicus
DB14669,Lichen simplex chronicus
DB04398,Lichenification
DB00572,Life-threatening muscarinic side effects
DB00489,Life-threatening ventricular arrhythmias
DB01035,Life-threatening ventricular arrhythmias
DB09543,Ligament pain
DB15785,Ligament pain
DB01098,Lipid-Lowering Therapy
DB08869,Lipodystrophies
DB00199,Listeria infection
DB00415,Listeria infection
DB00618,Listeria infection
DB00759,Listeria infection
DB01053,Listeria infection
DB00916,"Liver Abscess, Amebic"
DB13855,"Liver Abscess, Amebic"
DB03419,Liver Cancer
DB00152,Liver disorders
DB11288,Liver disorders
DB01058,Liver fluke infection
DB00538,Liver Lesions
DB00085,Liver Metabolism
DB00091,Liver Transplant Rejection
DB00864,Liver Transplant Rejection
DB00877,Liver Transplant Rejection
DB01590,Liver Transplant Rejection
DB00281,Local Anaesthesia therapy
DB00297,Local Anaesthesia therapy
DB00454,Local Anaesthesia therapy
DB00961,Local Anaesthesia therapy
DB01002,Local Anaesthesia therapy
DB01914,Local Anaesthesia therapy
DB09085,Local Anaesthesia therapy
DB09085,Local Anesthesia of the Skin
DB09322,Local itching
DB00451,Localized Adiposity
DB00959,"Localized Hypertrophic, Inflammatory, Infiltrated granuloma annulare lesions"
DB14669,"Localized Hypertrophic, Inflammatory, Infiltrated granuloma annulare lesions"
DB00595,Localized Infection
DB00994,Localized Infection caused by susceptible bacteria
DB13882,Localized muscle pain
DB14297,Localized muscle pain
DB04815,Localized Neurodermatitis
DB13906,Localized Neurodermatitis
DB09214,Localized pain
DB09322,Localized pain
DB11582,Localized pain
DB00586,Localized soft tissue rheumatism
DB07402,Localized soft tissue rheumatism
DB11237,Localized soft tissue rheumatism
DB09322,Localized swelling
DB15907,Localized swelling
DB14539,Localized uninfected hemorrhoids
DB09037,Locally advanced Adenocarcinomas of the Gastroesophageal Junction
DB08911,Locally Advanced Anaplastic Thyroid Cancer
DB08912,Locally Advanced Anaplastic Thyroid Cancer
DB08828,Locally Advanced Basal Cell Carcinoma
DB14707,Locally Advanced Basal Cell Carcinoma
DB11714,Locally Advanced Biliary Tract Cancer
DB00072,Locally Advanced Breast Cancer (LABC)
DB01217,Locally Advanced Breast Cancer (LABC)
DB01248,Locally Advanced Breast Cancer (LABC)
DB04845,Locally Advanced Breast Cancer (LABC)
DB06205,Locally Advanced Breast Cancer (LABC)
DB06366,Locally Advanced Breast Cancer (LABC)
DB09074,Locally Advanced Breast Cancer (LABC)
DB11760,Locally Advanced Breast Cancer (LABC)
DB09375,Locally Advanced Cervical Cancer
DB14568,Locally Advanced Cholangiocarcinoma
DB09037,Locally Advanced Cutaneous Squamous Cell Carcinoma
DB14707,Locally Advanced Cutaneous Squamous Cell Carcinoma
DB08875,Locally advanced Differentiated Thyroid Cancer (DTC)
DB12887,Locally Advanced Epithelioid Sarcoma
DB09037,Locally advanced Esophageal Carcinoma
DB08896,Locally advanced Gastrointestinal stromal tumor
DB09035,Locally Advanced Hepatocellular Carcinoma
DB14962,Locally advanced HER2-positive Adenocarcinomas of the Gastroesophageal Junction
DB14962,Locally advanced HER2-positive Gastric Adenocarcinoma
DB15149,Locally Advanced Intrahepatic Cholangiocarcinoma
DB01590,Locally advanced lung origin Progressive Neuroendocrine Tumors
DB05294,Locally advanced Medullary thyroid cancer
DB00361,Locally Advanced Non-Small Cell Lung Cancer
DB01229,Locally Advanced Non-Small Cell Lung Cancer
DB09375,Locally Advanced Non-Small Cell Lung Cancer
DB14707,Locally Advanced Non-Small Cell Lung Cancer
DB15568,Locally Advanced Non-Small Cell Lung Cancer
DB15569,Locally Advanced Non-Small Cell Lung Cancer
DB16390,Locally Advanced Non-Small Cell Lung Cancer
DB16695,Locally Advanced Non-Small Cell Lung Cancer
DB09079,Locally advanced Non-Small Cell Lung Carcinoma (NSCLC)
DB00112,Locally advanced nonsquamous non-small cell lung cancer
DB00642,Locally advanced nonsquamous non-small cell lung cancer
DB09037,Locally Advanced or Metastatic Urothelial Carcinoma (UC)
DB12147,Locally Advanced or Metastatic Urothelial Carcinoma (UC)
DB12893,Locally Advanced or Metastatic Urothelial Carcinoma (UC)
DB13007,Locally Advanced or Metastatic Urothelial Carcinoma (UC)
DB00530,Locally Advanced Pancreatic Cancer (LAPC)
DB01590,Locally advanced Progressive Neuroendocrine Tumors of gastrointestinal origin
DB01101,Locally Advanced Rectal Cancer (LARC)
DB15685,Locally Advanced Solid Neoplasm
DB01248,Locally advanced Squamous cell carcinoma of head and neck
DB00002,Locally Advanced Squamous Cell Carcinomas of the Head and Neck (SCCHN)
DB01005,Locally Advanced Squamous Cell Carcinomas of the Head and Neck (SCCHN)
DB00773,Locally advanced Thymoma
DB01248,Locally advanced untreated non small cell lung cancer
DB13007,Locally Advanced Urothelial Cancer
DB09035,Locally advanced Urothelial Carcinoma
DB09037,Locally advanced Urothelial Carcinoma
DB11945,Locally advanced Urothelial Carcinoma
DB09079,Locally recurrent Non-Small Cell Lung Carcinoma (NSCLC)
DB00635,Loeffler's syndrome
DB00741,Loeffler's syndrome
DB00860,Loeffler's syndrome
DB00959,Loeffler's syndrome
DB01234,Loeffler's syndrome
DB01380,Loeffler's syndrome
DB11677,Long-chain Fatty Acid Oxidation Disorders (LC-FAOD)
DB00163,Long-chain omega-3 fatty acid supplementation
DB01575,Loose bowel movements
DB06724,Low Bone Density
DB15575,Low Risk Prostate Cancer
DB00083,Lower Limb Spasticity
DB00766,Lower Respiratory Infection
DB00778,Lower Respiratory Tract and Lung Infections
DB06149,Lower Respiratory Tract and Lung Infections
DB16258,Lower Respiratory Tract Disease caused by Respiratory Syncytial Virus (RSV)
DB00199,Lower Respiratory Tract Infection (LRTI)
DB00319,Lower Respiratory Tract Infection (LRTI)
DB00355,Lower Respiratory Tract Infection (LRTI)
DB00417,Lower Respiratory Tract Infection (LRTI)
DB00438,Lower Respiratory Tract Infection (LRTI)
DB00766,Lower Respiratory Tract Infection (LRTI)
DB00954,Lower Respiratory Tract Infection (LRTI)
DB01060,Lower Respiratory Tract Infection (LRTI)
DB01112,Lower Respiratory Tract Infection (LRTI)
DB01329,Lower Respiratory Tract Infection (LRTI)
DB01415,Lower Respiratory Tract Infection (LRTI)
DB01416,Lower Respiratory Tract Infection (LRTI)
DB01602,Lower Respiratory Tract Infection (LRTI)
DB00493,Lower Respiratory Tract Infection (LRTI) caused by susceptible bacteria
DB01415,Lower Respiratory Tract Infection (LRTI) caused by susceptible bacteria
DB00684,Lower respiratory tract infection bacterial
DB00759,Lower respiratory tract infection bacterial
DB00833,Lower respiratory tract infection bacterial
DB00916,Lower respiratory tract infection bacterial
DB01212,Lower respiratory tract infection bacterial
DB01330,Lower respiratory tract infection bacterial
DB01331,Lower respiratory tract infection bacterial
DB01597,Lower respiratory tract infection bacterial
DB01598,Lower respiratory tract infection bacterial
DB00537,Lower respiratory tract infection caused by Enterobacter cloacae
DB00537,Lower respiratory tract infection caused by Escherichia coli
DB00537,Lower respiratory tract infection caused by Haemophilus influenzae
DB00537,Lower respiratory tract infection caused by Haemophilus parainfluenzae
DB00537,Lower respiratory tract infection caused by Klebsiella pneumoniae
DB00537,Lower respiratory tract infection caused by penicillin-susceptible Streptococcus pneumoniae
DB00537,Lower respiratory tract infection caused by Proteus mirabilis
DB01438,Lower Urinary Tract Infection
DB08911,Low-Grade Glioma
DB08912,Low-Grade Glioma
DB00305,Low-grade Upper Tract Urothelial Cancer (LG-UTUC)
DB00878,Lubrication of the Urethra
DB15907,Lumbar Discogenic Pain (Disorder)
DB00708,Lumbar epidural anesthesia therapy
DB00961,Lumbar epidural anesthesia therapy
DB01002,Lumbar epidural anesthesia therapy
DB00916,Lung Abscess
DB01331,Lung Abscess
DB13028,Lung Abscess
DB01190,Lung Abscess caused by Anaerobic Bacterial Infection
DB00531,Lung Cancer
DB03419,Lung Cancer
DB01407,Lung Disorder
DB09273,Lung Disorder
DB00864,Lung Transplant Rejection
DB00877,Lung Transplant Rejection
DB09312,Lung Transplant Rejection
DB00531,Lupus
DB00443,Lupus Erythematosus
DB01284,Lupus Erythematosus
DB00936,"Lupus Erythematosus, Chronic Cutaneous"
DB00091,Lupus Nephritis
DB00993,Lupus Nephritis
DB08879,Lupus Nephritis
DB11693,Lupus Nephritis
DB00700,LVEF <40% Congestive heart failure
DB01136,LVEF ≤40% Left ventricular dysfunction
DB00671,Lyme Disease
DB01112,Lyme Disease
DB01211,Lyme Disease
DB01212,Lyme Neuroborreliosis
DB09136,Lymph node response to therapeutic modalities
DB00877,Lymphangioleiomyomatosis (LAM)
DB09136,Lymphedema of the extremities
DB01033,Lymphoblastic Lymphoma
DB08886,Lymphoblastic Lymphoma
DB00531,Lymphocytic Lymphomas
DB13124,Lymphoedemas
DB00199,Lymphogranuloma Venereum
DB00254,Lymphogranuloma Venereum
DB00759,Lymphogranuloma Venereum
DB01017,Lymphogranuloma Venereum
DB00291,Lymphoma
DB00443,Lymphoma
DB00531,Lymphoma
DB00620,Lymphoma
DB00635,Lymphoma
DB00741,Lymphoma
DB00860,Lymphoma
DB00959,Lymphoma
DB01234,Lymphoma
DB01380,Lymphoma
DB14545,Lymphoma
DB14550,Lymphoma
DB14644,Lymphoma
DB00291,"Lymphoma, Diffuse"
DB00694,"Lymphoma, Diffuse"
DB00888,"Lymphoma, Diffuse"
DB00741,Lymphomas NEC
DB06784,Lymphomas NEC
DB11563,Lysosomal Acid Lipase Deficiency
DB00157,Macrocytic anemia
DB00165,Macrocytic anemia
DB00650,Macrocytic anemia
DB02701,Macrocytic anemia
DB00620,Macular Edema
DB01234,Macular Edema
DB01270,Macular Edema
DB08885,Macular Edema
DB08885,Macular Edema With Central Retinal Vein Occlusions
DB00465,"Macular Edema, Cystoid"
DB09407,Magnesium Deficiency
DB13359,Magnesium Deficiency
DB13862,Magnesium Deficiency
DB14513,Magnesium Deficiency
DB16619,Magnesium Deficiency
DB00813,Maintenance of anesthesia therapy
DB00448,Maintenance of healing Erosive esophagitis
DB00736,Maintenance of healing Erosive esophagitis
DB09222,Maintenance of surgical hemostasis therapy
DB11571,Maintenance of surgical hemostasis therapy
DB09153,Maintenance source of fluid and electrolytes
DB00058,Maintenance therapy
DB00333,Maintenance therapy
DB11945,Maintenance therapy
DB12159,Maintenance therapy
DB04465,"Maintenance treatment, opioids"
DB08907,Major Adverse Cardiac Events
DB00945,Major Adverse Cardiovascular and Cerebrovascular Events (MACCE)
DB01098,Major Adverse Cardiovascular Events
DB06228,Major Adverse Cardiovascular Events
DB06655,Major Adverse Cardiovascular Events
DB09045,Major Adverse Cardiovascular Events
DB13152,Major Bleeding
DB00118,Major Depressive Disorder (MDD)
DB00176,Major Depressive Disorder (MDD)
DB00234,Major Depressive Disorder (MDD)
DB00285,Major Depressive Disorder (MDD)
DB00321,Major Depressive Disorder (MDD)
DB00370,Major Depressive Disorder (MDD)
DB00472,Major Depressive Disorder (MDD)
DB00476,Major Depressive Disorder (MDD)
DB00514,Major Depressive Disorder (MDD)
DB00540,Major Depressive Disorder (MDD)
DB00656,Major Depressive Disorder (MDD)
DB00715,Major Depressive Disorder (MDD)
DB00745,Major Depressive Disorder (MDD)
DB00934,Major Depressive Disorder (MDD)
DB01037,Major Depressive Disorder (MDD)
DB01104,Major Depressive Disorder (MDD)
DB01156,Major Depressive Disorder (MDD)
DB01171,Major Depressive Disorder (MDD)
DB01175,Major Depressive Disorder (MDD)
DB01224,Major Depressive Disorder (MDD)
DB01238,Major Depressive Disorder (MDD)
DB06684,Major Depressive Disorder (MDD)
DB06700,Major Depressive Disorder (MDD)
DB08918,Major Depressive Disorder (MDD)
DB09068,Major Depressive Disorder (MDD)
DB09128,Major Depressive Disorder (MDD)
DB09289,Major Depressive Disorder (MDD)
DB11823,Major Depressive Disorder (MDD)
DB00334,"Major depressive disorder, recurrent episode"
DB00472,"Major depressive disorder, recurrent episode"
DB11823,"Major depressive disorder, recurrent episode"
DB06594,Major Depressive Episode
DB00602,Malaria
DB00608,Malaria
DB00664,Malaria
DB01087,Malaria
DB01299,Malaria
DB01611,Malaria
DB06697,Malaria
DB14033,Malaria
DB00254,Malaria caused by Plasmodium falciparum
DB00358,Malaria caused by Plasmodium falciparum
DB00359,Malaria caused by Plasmodium falciparum
DB00908,Malaria caused by Plasmodium falciparum
DB01117,Malaria caused by Plasmodium falciparum
DB01131,Malaria caused by Plasmodium falciparum
DB01190,Malaria caused by Plasmodium falciparum
DB01299,Malaria caused by Plasmodium falciparum
DB11638,Malaria caused by Plasmodium falciparum
DB13132,Malaria caused by Plasmodium falciparum
DB13941,Malaria caused by Plasmodium falciparum
DB01087,Malaria caused by Plasmodium ovale
DB00358,Malaria caused by plasmodium vivax
DB01087,Malaria caused by plasmodium vivax
DB06608,Malaria caused by plasmodium vivax
DB09274,"Malaria, Cerebral"
DB16569,Malayan Krait Bites
DB06703,Malignant Breast Neoplasm
DB00888,Malignant effusion
DB04572,Malignant effusion
DB00800,Malignant Hypertension
DB01219,Malignant Hyperthermia
DB15413,Malignant Lesions
DB00105,Malignant Melanoma
DB00309,Malignant Melanoma
DB05258,Malignant Melanoma
DB09397,Malignant Melanoma
DB00438,Malignant Otitis Externa
DB00290,Malignant Pleural Effusion
DB09511,Malignant Pleural Effusion
