diseaseNID	diseaseClassNID	diseaseClassNID	vocabulary	diseaseClass	diseaseClassName	diseaseNID	diseaseId	diseaseName	type
1470	21	21	MSH	C11	   Eye Diseases	1470	C0020490	Hyperopia	disease
30283	21	21	MSH	C11	   Eye Diseases	30283	C4755299	MT-ATP6-related mitochondrial spastic paraplegia	disease
18863	21	21	MSH	C11	   Eye Diseases	18863	C1862839	Anterior segment mesenchymal dysgenesis	disease
13566	21	21	MSH	C11	   Eye Diseases	13566	C1274320	Recurrent herpes simplex infection of eye	disease
4002	21	21	MSH	C11	   Eye Diseases	4002	C0155094	Corneal pannus	disease
4283	21	21	MSH	C11	   Eye Diseases	4283	C0175713	Aicardi's syndrome	disease
13202	21	21	MSH	C11	   Eye Diseases	13202	C1137478	Retinoschisis, Degenerative	disease
10356	21	21	MSH	C11	   Eye Diseases	10356	C0524801	Retinal Neoplasms	group
801	21	21	MSH	C11	   Eye Diseases	801	C0011884	Diabetic Retinopathy	disease
2931	21	21	MSH	C11	   Eye Diseases	2931	C0038868	Progressive supranuclear palsy	disease
9429	21	21	MSH	C11	   Eye Diseases	9429	C0423062	Intermittent divergent squint	disease
19450	21	21	MSH	C11	   Eye Diseases	19450	C1879328	Blindness both eyes NOS (disorder)	phenotype
18264	21	21	MSH	C11	   Eye Diseases	18264	C1857618	Achromatopsia 2	disease
2572	21	21	MSH	C11	   Eye Diseases	2572	C0033999	Pterygium	disease
29343	21	21	MSH	C11	   Eye Diseases	29343	C4551992	ANTERIOR SEGMENT DYSGENESIS 1	disease
4028	21	21	MSH	C11	   Eye Diseases	4028	C0155338	Total ophthalmoplegia	disease
14963	21	21	MSH	C11	   Eye Diseases	14963	C1514915	Retinal hemangioblastoma	disease
13906	21	21	MSH	C11	   Eye Diseases	13906	C1302999	Ankyloblepharon filiforme adnatum	disease
21495	21	21	MSH	C11	   Eye Diseases	21495	C2931887	Familial progressive supranuclear palsy	disease
16195	21	21	MSH	C11	   Eye Diseases	16195	C1837148	MYOPIA 6 (disorder)	disease
181	21	21	MSH	C11	   Eye Diseases	181	C0003076	Aniridia	disease
13905	21	21	MSH	C11	   Eye Diseases	13905	C1302995	Congenital Fibrosis of the Extraocular Muscles	disease
19301	21	21	MSH	C11	   Eye Diseases	19301	C1867438	PTOSIS, HEREDITARY CONGENITAL 1 (disorder)	disease
6784	21	21	MSH	C11	   Eye Diseases	6784	C0271347	Cavernous sinus syndrome	disease
28267	21	21	MSH	C11	   Eye Diseases	28267	C4315867	Moderate myopia	disease
21411	21	21	MSH	C11	   Eye Diseases	21411	C2931500	Microphthalmia and mental deficiency	disease
8443	21	21	MSH	C11	   Eye Diseases	8443	C0343723	Neonatal chlamydial conjunctivitis	disease
26367	21	21	MSH	C11	   Eye Diseases	26367	C4024795	Nongranulomatous uveitis	disease
1042	21	21	MSH	C11	   Eye Diseases	1042	C0015424	Eyelid Neoplasms	group
15481	21	21	MSH	C11	   Eye Diseases	15481	C1719796	With-the-rule astigmatism	disease
19747	21	21	MSH	C11	   Eye Diseases	19747	C1970106	Bpes, Type I, Autosomal Recessive	disease
3979	21	21	MSH	C11	   Eye Diseases	3979	C0154850	Cystoid macular retinal degeneration	disease
21493	21	21	MSH	C11	   Eye Diseases	21493	C2931875	Albinism with hemorrhagic diathesis and pigmented reticuloendothelial cells	disease
23343	21	21	MSH	C11	   Eye Diseases	23343	C3695272	Oculocutaneous albinism type 6	disease
6452	21	21	MSH	C11	   Eye Diseases	6452	C0268356	Osteogenesis imperfecta with blue sclerae AND normal teeth	disease
18768	21	21	MSH	C11	   Eye Diseases	18768	C1861828	Cataract, Zonular Pulverulent 1	disease
17678	21	21	MSH	C11	   Eye Diseases	17678	C1853102	Cerebrooculofacioskeletal Syndrome 2	disease
24210	21	21	MSH	C11	   Eye Diseases	24210	C3888098	Cataract, Autosomal Recessive Congenital 1	disease
14441	21	21	MSH	C11	   Eye Diseases	14441	C1335114	Optic Nerve Astrocytoma	disease
18426	21	21	MSH	C11	   Eye Diseases	18426	C1858806	CONE-ROD DYSTROPHY 3 (disorder)	disease
15107	21	21	MSH	C11	   Eye Diseases	15107	C1536085	Geographic Atrophy	disease
21716	21	21	MSH	C11	   Eye Diseases	21716	C3148929	USHER SYNDROME, TYPE IIC, GPR98/PDZD7 DIGENIC	disease
19831	21	21	MSH	C11	   Eye Diseases	19831	C1971635	Scleritis and episcleritis (disorder)	phenotype
18867	21	21	MSH	C11	   Eye Diseases	18867	C1862866	Ankyloblepharon filiforme adnatum and cleft palate	disease
2169	21	21	MSH	C11	   Eye Diseases	2169	C0028077	Nyctalopia	disease
6776	21	21	MSH	C11	   Eye Diseases	6776	C0271288	Corneal guttata	disease
1251	21	21	MSH	C11	   Eye Diseases	1251	C0018213	Graves Disease	disease
4021	21	21	MSH	C11	   Eye Diseases	4021	C0155241	Lacrimal mucocele	disease
17452	21	21	MSH	C11	   Eye Diseases	17452	C1850281	OPTIC ATROPHY 6 (disorder)	disease
10263	21	21	MSH	C11	   Eye Diseases	10263	C0521723	Corneal dystrophy, epithelial basement membrane	disease
12225	21	21	MSH	C11	   Eye Diseases	12225	C0847226	Viral keratitis	disease
15782	21	21	MSH	C11	   Eye Diseases	15782	C1833245	Retinitis Pigmentosa 17	disease
17900	21	21	MSH	C11	   Eye Diseases	17900	C1855052	MICROPHTHALMIA, ISOLATED 1	disease
9038	21	21	MSH	C11	   Eye Diseases	9038	C0393799	Miller Fisher Syndrome	disease
6758	21	21	MSH	C11	   Eye Diseases	6758	C0271160	Cortical cataract	disease
19042	21	21	MSH	C11	   Eye Diseases	19042	C1864870	Night Blindness, Congenital Stationary, Autosomal Dominant 3	disease
20808	21	21	MSH	C11	   Eye Diseases	20808	C2748502	CORNEAL DYSTROPHY, POSTERIOR AMORPHOUS	disease
15864	21	21	MSH	C11	   Eye Diseases	15864	C1834330	Retinal Degeneration, Autosomal Recessive, Clumped Pigment Type	disease
6785	21	21	MSH	C11	   Eye Diseases	6785	C0271364	Manifest vertical squint	disease
3781	21	21	MSH	C11	   Eye Diseases	3781	C0152253	Posterior synechiae	disease
17454	21	21	MSH	C11	   Eye Diseases	17454	C1850303	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE	disease
8512	21	21	MSH	C11	   Eye Diseases	8512	C0344544	Polycoria	disease
1602	21	21	MSH	C11	   Eye Diseases	1602	C0022078	Iris Diseases	group
19345	21	21	MSH	C11	   Eye Diseases	19345	C1868114	POLYDACTYLY, PREAXIAL II (disorder)	disease
6774	21	21	MSH	C11	   Eye Diseases	6774	C0271285	Epithelial basement membrane dystrophy	disease
7991	21	21	MSH	C11	   Eye Diseases	7991	C0339528	X-linked retinitis pigmentosa	disease
3975	21	21	MSH	C11	   Eye Diseases	3975	C0154832	Exudative retinopathy	disease
6450	21	21	MSH	C11	   Eye Diseases	6450	C0268354	De Barsy syndrome	disease
16159	21	21	MSH	C11	   Eye Diseases	16159	C1836876	Pierson syndrome	disease
10423	21	21	MSH	C11	   Eye Diseases	10423	C0543874	Apraxia, oculomotor, Cogan type	disease
18769	21	21	MSH	C11	   Eye Diseases	18769	C1861829	Cataract microcornea syndrome	disease
16687	21	21	MSH	C11	   Eye Diseases	16687	C1842914	Adult-Onset Vitelliform Macular Dystrophy	disease
4022	21	21	MSH	C11	   Eye Diseases	4022	C0155285	Orbital cyst	disease
15590	21	21	MSH	C11	   Eye Diseases	15590	C1744705	Atrophy of optic disc	disease
18767	21	21	MSH	C11	   Eye Diseases	18767	C1861827	Cataract, Nuclear Diffuse Nonprogressive	disease
15935	21	21	MSH	C11	   Eye Diseases	15935	C1835178	MACULAR DYSTROPHY, ATYPICAL VITELLIFORM	disease
10852	21	21	MSH	C11	   Eye Diseases	10852	C0599035	Hyperornithinemia	phenotype
19874	21	21	MSH	C11	   Eye Diseases	19874	C2036842	Inferior lens subluxation	disease
24375	21	21	MSH	C11	   Eye Diseases	24375	C3898765	Keratitis caused by infection	disease
23275	21	21	MSH	C11	   Eye Diseases	23275	C3665439	Mature cataract	disease
19444	21	21	MSH	C11	   Eye Diseases	19444	C1876214	ALBINOIDISM, OCULOCUTANEOUS, AUTOSOMAL DOMINANT	disease
21049	21	21	MSH	C11	   Eye Diseases	21049	C2751764	CONE-ROD DYSTROPHY, AIPL1-RELATED (disorder)	disease
19006	21	21	MSH	C11	   Eye Diseases	19006	C1864690	Microphthalmia, Syndromic 5	disease
10000	21	21	MSH	C11	   Eye Diseases	10000	C0474441	Fine corneal edema	disease
19866	21	21	MSH	C11	   Eye Diseases	19866	C2025392	Polar cataract	disease
3611	21	21	MSH	C11	   Eye Diseases	3611	C0151449	Primary Sjögren's syndrome	disease
8472	21	21	MSH	C11	   Eye Diseases	8472	C0344232	Blurred vision	phenotype
9676	21	21	MSH	C11	   Eye Diseases	9676	C0431401	Gillespie syndrome	disease
21179	21	21	MSH	C11	   Eye Diseases	21179	C2881341	Hypermetropia, bilateral	disease
11111	21	21	MSH	C11	   Eye Diseases	11111	C0702108	Coronary cataract	disease
658	21	21	MSH	C11	   Eye Diseases	658	C0009759	Conjunctival Diseases	group
26119	21	21	MSH	C11	   Eye Diseases	26119	C4023734	Sutural cataract	disease
18770	21	21	MSH	C11	   Eye Diseases	18770	C1861832	CATARACT, CRYSTALLINE ACULEIFORM	phenotype
21048	21	21	MSH	C11	   Eye Diseases	21048	C2751763	Retinitis Pigmentosa, Juvenile, Aipl1-Related	disease
25334	21	21	MSH	C11	   Eye Diseases	25334	C4021566	Progressive cataract	disease
16414	21	21	MSH	C11	   Eye Diseases	16414	C1839040	LEBER OPTIC ATROPHY AND DYSTONIA	disease
4011	21	21	MSH	C11	   Eye Diseases	4011	C0155141	Acute conjunctivitis	disease
20605	21	21	MSH	C11	   Eye Diseases	20605	C2678493	BESTROPHINOPATHY	disease
5459	21	21	MSH	C11	   Eye Diseases	5459	C0240896	Fundus coloboma	disease
6783	21	21	MSH	C11	   Eye Diseases	6783	C0271344	Compression of optic nerve	phenotype
7968	21	21	MSH	C11	   Eye Diseases	7968	C0339352	Capsular cataract (disorder)	disease
8004	21	21	MSH	C11	   Eye Diseases	8004	C0339578	Corticosteroid-induced glaucoma	disease
9310	21	21	MSH	C11	   Eye Diseases	9310	C0406723	Growth retardation, Alopecia, Pseudoanodontia and Optic atrophy	disease
3767	21	21	MSH	C11	   Eye Diseases	3767	C0152216	Esophoria	disease
18985	21	21	MSH	C11	   Eye Diseases	18985	C1864446	Retinitis Pigmentosa 25	disease
1601	21	21	MSH	C11	   Eye Diseases	1601	C0022073	Iridocyclitis	disease
2512	21	21	MSH	C11	   Eye Diseases	2512	C0033075	Presbyopia	disease
3035	21	21	MSH	C11	   Eye Diseases	3035	C0040561	Ocular Toxoplasmosis	disease
19002	21	21	MSH	C11	   Eye Diseases	19002	C1864668	Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 4	disease
13642	21	21	MSH	C11	   Eye Diseases	13642	C1275685	Avellino corneal dystrophy	disease
8002	21	21	MSH	C11	   Eye Diseases	8002	C0339573	Glaucoma, Primary Open Angle	disease
15153	21	21	MSH	C11	   Eye Diseases	15153	C1562230	Retinochoroidopathy	disease
7997	21	21	MSH	C11	   Eye Diseases	7997	C0339541	Goldmann-Favre syndrome (disorder)	disease
11173	21	21	MSH	C11	   Eye Diseases	11173	C0730362	Disorder of macula of retina	group
5385	21	21	MSH	C11	   Eye Diseases	5385	C0239777	Color Blindness, Green	phenotype
27286	21	21	MSH	C11	   Eye Diseases	27286	C4085590	Cone-Rod Dystrophies	disease
4000	21	21	MSH	C11	   Eye Diseases	4000	C0155018	Color Blindness, Acquired	disease
4027	21	21	MSH	C11	   Eye Diseases	4027	C0155336	Esotropia with accommodative compensation	disease
660	21	21	MSH	C11	   Eye Diseases	660	C0009763	Conjunctivitis	disease
4033	21	21	MSH	C11	   Eye Diseases	4033	C0155379	Nystagmus associated with disorder of the vestibular system	disease
19162	21	21	MSH	C11	   Eye Diseases	19162	C1865916	Bilateral ptosis	phenotype
3808	21	21	MSH	C11	   Eye Diseases	3808	C0152454	Symblepharon	phenotype
17651	21	21	MSH	C11	   Eye Diseases	17651	C1852453	Cryptophthalmos, Unilateral or Bilateral, Isolated	disease
10262	21	21	MSH	C11	   Eye Diseases	10262	C0521720	Corneal fibrosis	disease
18820	21	21	MSH	C11	   Eye Diseases	18820	C1862229	Adult i Blood Group Phenotype	disease
18008	21	21	MSH	C11	   Eye Diseases	18008	C1855705	Jejunal Atresia with Microcephaly and Ocular Anomalies	disease
532	21	21	MSH	C11	   Eye Diseases	532	C0007933	Meibomian Cyst	disease
16780	21	21	MSH	C11	   Eye Diseases	16780	C1843816	Bothnia Retinal Dystrophy	disease
7989	21	21	MSH	C11	   Eye Diseases	7989	C0339526	Autosomal recessive retinitis pigmentosa	disease
17024	21	21	MSH	C11	   Eye Diseases	17024	C1846265	Microphthalmia, syndromic 2	disease
24171	21	21	MSH	C11	   Eye Diseases	24171	C3887875	Visual field defects	group
17061	21	21	MSH	C11	   Eye Diseases	17061	C1846465	Palpebral fissure narrowing on adduction	phenotype
7967	21	21	MSH	C11	   Eye Diseases	7967	C0339317	Non-infectious anterior uveitis	disease
16460	21	21	MSH	C11	   Eye Diseases	16460	C1839564	Jensen syndrome	disease
17663	21	21	MSH	C11	   Eye Diseases	17663	C1852551	Epithelial Recurrent Erosion Dystrophy	disease
7915	21	21	MSH	C11	   Eye Diseases	7915	C0338502	Hypoplasia of the optic nerve	disease
18991	21	21	MSH	C11	   Eye Diseases	18991	C1864567	CATARACT, POSTERIOR POLAR, 4 (disorder)	disease
18337	21	21	MSH	C11	   Eye Diseases	18337	C1858054	BARDET-BIEDL SYNDROME 6	disease
9777	21	21	MSH	C11	   Eye Diseases	9777	C0432289	Winchester syndrome (disorder)	disease
21423	21	21	MSH	C11	   Eye Diseases	21423	C2931588	GEMSS syndrome	disease
15079	21	21	MSH	C11	   Eye Diseases	15079	C1533041	Primary congenital glaucoma	disease
15755	21	21	MSH	C11	   Eye Diseases	15755	C1832977	GLAUCOMA 3, PRIMARY INFANTILE, B	disease
14812	21	21	MSH	C11	   Eye Diseases	14812	C1443381	Retinopathy of prematurity stage 1 - demarcation line	disease
1032	21	21	MSH	C11	   Eye Diseases	1032	C0015393	Eye Abnormalities	group
9925	21	21	MSH	C11	   Eye Diseases	9925	C0457133	Muscle eye brain disease	disease
3750	21	21	MSH	C11	   Eye Diseases	3750	C0152132	Hypertensive Retinopathy	disease
7976	21	21	MSH	C11	   Eye Diseases	7976	C0339470	Visually threatening diabetic retinopathy	disease
12287	21	21	MSH	C11	   Eye Diseases	12287	C0851409	Glaucoma and ocular hypertension	disease
3769	21	21	MSH	C11	   Eye Diseases	3769	C0152221	Paralytic strabismus	disease
10771	21	21	MSH	C11	   Eye Diseases	10771	C0585539	X-Linked Infantile Nystagmus	disease
19727	21	21	MSH	C11	   Eye Diseases	19727	C1969783	Persistent Hyperplastic Primary Vitreous, Autosomal Recessive	disease
16467	21	21	MSH	C11	   Eye Diseases	16467	C1839612	MYOPIA 1, X-LINKED	disease
4763	21	21	MSH	C11	   Eye Diseases	4763	C0221473	Blindness, Hysterical	phenotype
9996	21	21	MSH	C11	   Eye Diseases	9996	C0474355	Peripheral retinal neovascularization	disease
17303	21	21	MSH	C11	   Eye Diseases	17303	C1849128	Spastic paraplegia 15, autosomal recessive	disease
20951	21	21	MSH	C11	   Eye Diseases	20951	C2750747	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1C	disease
12182	21	21	MSH	C11	   Eye Diseases	12182	C0796279	Carnevale syndrome	disease
3760	21	21	MSH	C11	   Eye Diseases	3760	C0152191	Scotoma, Central	phenotype
9439	21	21	MSH	C11	   Eye Diseases	9439	C0423224	Sunken eyes	phenotype
8665	21	21	MSH	C11	   Eye Diseases	8665	C0346363	Nevus of conjunctiva	disease
5920	21	21	MSH	C11	   Eye Diseases	5920	C0265233	Cryptophthalmos syndrome	disease
19142	21	21	MSH	C11	   Eye Diseases	19142	C1865794	RHYNS syndrome	disease
676	21	21	MSH	C11	   Eye Diseases	676	C0010034	Corneal Diseases	group
15033	21	21	MSH	C11	   Eye Diseases	15033	C1527310	Ametropia	disease
23858	21	21	MSH	C11	   Eye Diseases	23858	C3810471	Intercrural pterygium	phenotype
8511	21	21	MSH	C11	   Eye Diseases	8511	C0344543	Aniridia type 2	disease
3999	21	21	MSH	C11	   Eye Diseases	3999	C0155017	Color Blindness, Blue	disease
3836	21	21	MSH	C11	   Eye Diseases	3836	C0153308	Toxoplasmosis chorioretinitis	disease
15835	21	21	MSH	C11	   Eye Diseases	15835	C1833798	Optic Nerve Aplasia, Bilateral	disease
28737	21	21	MSH	C11	   Eye Diseases	28737	C4520679	Abnormal macular morphology	phenotype
3373	21	21	MSH	C11	   Eye Diseases	3373	C0085582	Retrobulbar Neuritis	disease
678	21	21	MSH	C11	   Eye Diseases	678	C0010036	Corneal dystrophy	disease
2321	21	21	MSH	C11	   Eye Diseases	2321	C0030353	Papilledema	disease
29450	21	21	MSH	C11	   Eye Diseases	29450	C4554007	Uveoretinal Coloboma	disease
6517	21	21	MSH	C11	   Eye Diseases	6517	C0268503	Autosomal recessive ocular albinism	disease
19261	21	21	MSH	C11	   Eye Diseases	19261	C1866805	Unilateral narrow palpebral fissure	phenotype
27723	21	21	MSH	C11	   Eye Diseases	27723	C4275170	Autosomal recessive cerebellar ataxia with oculomotor apraxia type 1	disease
8666	21	21	MSH	C11	   Eye Diseases	8666	C0346373	Malignant melanoma of iris	disease
19317	21	21	MSH	C11	   Eye Diseases	19317	C1867616	Dermoid choristoma of eye proper	disease
1034	21	21	MSH	C11	   Eye Diseases	1034	C0015397	Disorder of eye	group
8478	21	21	MSH	C11	   Eye Diseases	8478	C0344299	Temporal pallor of optic disc	disease
19239	21	21	MSH	C11	   Eye Diseases	19239	C1866560	IRIDOGONIODYSGENESIS, TYPE 1 (disorder)	disease
21955	21	21	MSH	C11	   Eye Diseases	21955	C3151209	Hyperuricemia, pulmonary hypertension, renal failure, alkalosis syndrome	disease
119	21	21	MSH	C11	   Eye Diseases	119	C0002418	Amblyopia	phenotype
679	21	21	MSH	C11	   Eye Diseases	679	C0010038	Corneal Opacity	phenotype
19875	21	21	MSH	C11	   Eye Diseases	19875	C2037047	Subretinal pigment epithelium hemorrhage	phenotype
18253	21	21	MSH	C11	   Eye Diseases	18253	C1857512	Temtamy syndrome	disease
173	21	21	MSH	C11	   Eye Diseases	173	C0002982	Angioid Streaks	disease
5927	21	21	MSH	C11	   Eye Diseases	5927	C0265245	Nager syndrome	disease
4009	21	21	MSH	C11	   Eye Diseases	4009	C0155120	Corneal Dystrophy, Band-Shaped	disease
29225	21	21	MSH	C11	   Eye Diseases	29225	C4551633	Pigmentary retinal dystrophy	disease
3810	21	21	MSH	C11	   Eye Diseases	3810	C0152457	Kayser-Fleischer ring	disease
15834	21	21	MSH	C11	   Eye Diseases	15834	C1833797	Optic Nerve Hypoplasia, Bilateral	disease
7990	21	21	MSH	C11	   Eye Diseases	7990	C0339527	Leber Congenital Amaurosis	disease
20379	21	21	MSH	C11	   Eye Diseases	20379	C2675486	Chromosome 6pter-P24 Deletion Syndrome	disease
21353	21	21	MSH	C11	   Eye Diseases	21353	C2931210	Usher syndrome, type 1F	disease
11145	21	21	MSH	C11	   Eye Diseases	11145	C0730271	Myopic macular degeneration	disease
6199	21	21	MSH	C11	   Eye Diseases	6199	C0266568	Persistent Hyperplastic Primary Vitreous	disease
17833	21	21	MSH	C11	   Eye Diseases	17833	C1854430	OPTIC ATROPHY 4 (disorder)	disease
10892	21	21	MSH	C11	   Eye Diseases	10892	C0600518	Choroidal Neovascularization	phenotype
1629	21	21	MSH	C11	   Eye Diseases	1629	C0022568	Keratitis	disease
24529	21	21	MSH	C11	   Eye Diseases	24529	C4014821	Cerebellar ataxia, intellectual disability, oculomotor apraxia, cerebellar cysts syndrome	disease
3182	21	21	MSH	C11	   Eye Diseases	3182	C0042907	Vitreous Detachment	disease
28718	21	21	MSH	C11	   Eye Diseases	28718	C4518338	Wolfram-like syndrome	disease
1875	21	21	MSH	C11	   Eye Diseases	1875	C0024622	Malignant neoplasm of retina	disease
5932	21	21	MSH	C11	   Eye Diseases	5932	C0265253	Stickler syndrome (disorder)	disease
26349	21	21	MSH	C11	   Eye Diseases	26349	C4024762	Pattern dystrophy of the retina	disease
11148	21	21	MSH	C11	   Eye Diseases	11148	C0730276	Mild non-proliferative diabetic retinopathy	disease
15271	21	21	MSH	C11	   Eye Diseases	15271	C1628319	Lattice corneal dystrophy Type II	disease
5566	21	21	MSH	C11	   Eye Diseases	5566	C0242383	Age related macular degeneration	disease
3974	21	21	MSH	C11	   Eye Diseases	3974	C0154830	Proliferative diabetic retinopathy	disease
19744	21	21	MSH	C11	   Eye Diseases	19744	C1970027	Hypertelorism, Severe, With Midface Prominence, Myopia, Mental Retardation, And Bone Fragility	disease
3759	21	21	MSH	C11	   Eye Diseases	3759	C0152190	Refractive amblyopia	disease
8010	21	21	MSH	C11	   Eye Diseases	8010	C0339649	Vertical retraction syndrome	disease
4680	21	21	MSH	C11	   Eye Diseases	4680	C0221061	Behr syndrome	disease
2896	21	21	MSH	C11	   Eye Diseases	2896	C0038379	Strabismus	disease
15118	21	21	MSH	C11	   Eye Diseases	15118	C1536451	Central areolar choroidal sclerosis	disease
19016	21	21	MSH	C11	   Eye Diseases	19016	C1864738	Corneal Dystrophy, Congenital Stromal	disease
24181	21	21	MSH	C11	   Eye Diseases	24181	C3887938	Deuteranomaly	disease
10260	21	21	MSH	C11	   Eye Diseases	10260	C0521707	Bilateral cataracts (disorder)	disease
3766	21	21	MSH	C11	   Eye Diseases	3766	C0152208	Hypotropia	disease
5412	21	21	MSH	C11	   Eye Diseases	5412	C0240063	Coloboma of iris	disease
10266	21	21	MSH	C11	   Eye Diseases	10266	C0521753	Temporary Nystagmus	disease
3231	21	21	MSH	C11	   Eye Diseases	3231	C0078922	Albinism, Tyrosinase-Positive	disease
4031	21	21	MSH	C11	   Eye Diseases	4031	C0155360	Staphyloma posticum	disease
4026	21	21	MSH	C11	   Eye Diseases	4026	C0155320	Blindness, Cortical	disease
8003	21	21	MSH	C11	   Eye Diseases	8003	C0339576	Glaucoma due to combination of mechanisms	disease
14034	21	21	MSH	C11	   Eye Diseases	14034	C1320640	Peripheral retinal degeneration	disease
1252	21	21	MSH	C11	   Eye Diseases	1252	C0018245	Groenouw's Dystrophies	disease
7998	21	21	MSH	C11	   Eye Diseases	7998	C0339543	Epiretinal Membrane	disease
20831	21	21	MSH	C11	   Eye Diseases	20831	C2748801	FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 3A, WITH OR WITHOUT EXTRAOCULAR INVOLVEMENT	disease
2761	21	21	MSH	C11	   Eye Diseases	2761	C0036646	Age-related cataract	disease
29226	21	21	MSH	C11	   Eye Diseases	29226	C4551635	Deuteranopia	disease
218	21	21	MSH	C11	   Eye Diseases	218	C0003534	Aphakia	disease
4030	21	21	MSH	C11	   Eye Diseases	4030	C0155359	Scleral staphyloma	disease
4589	21	21	MSH	C11	   Eye Diseases	4589	C0220633	Uveal melanoma	disease
4012	21	21	MSH	C11	   Eye Diseases	4012	C0155143	Acute follicular conjunctivitis	disease
14811	21	21	MSH	C11	   Eye Diseases	14811	C1443296	Axial myopia	disease
10001	21	21	MSH	C11	   Eye Diseases	10001	C0474444	Corneal stromal edema	phenotype
17956	21	21	MSH	C11	   Eye Diseases	17956	C1855433	Mandibulofacial dysostosis, Treacher Collins type, autosomal recessive	disease
21051	21	21	MSH	C11	   Eye Diseases	21051	C2751780	Retinitis Pigmentosa, Juvenile, SPATA7-Related	disease
20988	21	21	MSH	C11	   Eye Diseases	20988	C2751105	FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 3B (disorder)	disease
5144	21	21	MSH	C11	   Eye Diseases	5144	C0235857	Decreased lacrimation	phenotype
3785	21	21	MSH	C11	   Eye Diseases	3785	C0152259	Cataract secondary to ocular disorder	disease
15767	21	21	MSH	C11	   Eye Diseases	15767	C1833136	Marden Walker like syndrome	disease
20539	21	21	MSH	C11	   Eye Diseases	20539	C2677587	Cataract, Juvenile, With Microcornea And Glucosuria	disease
22050	21	21	MSH	C11	   Eye Diseases	22050	C3159311	BORNHOLM EYE DISEASE	disease
18340	21	21	MSH	C11	   Eye Diseases	18340	C1858084	STICKLER SYNDROME, TYPE II (disorder)	disease
7975	21	21	MSH	C11	   Eye Diseases	7975	C0339467	Proliferative retinopathy	disease
15592	21	21	MSH	C11	   Eye Diseases	15592	C1761613	Conjunctival hyperemia	phenotype
1581	21	21	MSH	C11	   Eye Diseases	1581	C0021479	INJECTED EYE	phenotype
4195	21	21	MSH	C11	   Eye Diseases	4195	C0162291	Retinal ischemia	disease
21012	21	21	MSH	C11	   Eye Diseases	21012	C2751320	Myopathy, Mitochondrial Progressive, With Congenital Cataract, Hearing Loss, And Developmental Delay	disease
3397	21	21	MSH	C11	   Eye Diseases	3397	C0085635	Photopsia	phenotype
15836	21	21	MSH	C11	   Eye Diseases	15836	C1833809	OPTIC ATROPHY AND CATARACT, AUTOSOMAL DOMINANT	disease
19967	21	21	MSH	C11	   Eye Diseases	19967	C2237660	exudative macular degeneration	disease
585	21	21	MSH	C11	   Eye Diseases	585	C0008526	Choroiditis	disease
17670	21	21	MSH	C11	   Eye Diseases	17670	C1852767	Hereditary macular coloboma	disease
24941	21	21	MSH	C11	   Eye Diseases	24941	C4017065	Autosomal dominant keratitis	disease
23272	21	21	MSH	C11	   Eye Diseases	23272	C3665386	Abnormal vision	phenotype
19632	21	21	MSH	C11	   Eye Diseases	19632	C1968804	Plasminogen Deficiency, Type I	disease
6777	21	21	MSH	C11	   Eye Diseases	6777	C0271291	Corneal anesthesia	phenotype
28748	21	21	MSH	C11	   Eye Diseases	28748	C4520843	Pterygium of eye	disease
8012	21	21	MSH	C11	   Eye Diseases	8012	C0339652	Vertical gaze palsy	disease
25331	21	21	MSH	C11	   Eye Diseases	25331	C4021563	Retinal nonattachment	disease
5135	21	21	MSH	C11	   Eye Diseases	5135	C0235812	Vitritis	disease
7953	21	21	MSH	C11	   Eye Diseases	7953	C0339182	Ankyloblepharon	disease
8904	21	21	MSH	C11	   Eye Diseases	8904	C0392163	Corneal erosion	disease
2320	21	21	MSH	C11	   Eye Diseases	2320	C0030343	Panuveitis	disease
3255	21	21	MSH	C11	   Eye Diseases	3255	C0079504	Hermanski-Pudlak Syndrome	disease
3765	21	21	MSH	C11	   Eye Diseases	3765	C0152207	Alternating Exotropia	disease
12310	21	21	MSH	C11	   Eye Diseases	12310	C0852384	Visual impairment and blindness (excl colour blindness)	phenotype
21370	21	21	MSH	C11	   Eye Diseases	21370	C2931277	Pena Shokeir syndrome Type 2	disease
18541	21	21	MSH	C11	   Eye Diseases	18541	C1859566	BARDET-BIEDL SYNDROME 8	disease
21466	21	21	MSH	C11	   Eye Diseases	21466	C2931820	Inclusion body myopathy, autosomal dominant	disease
16331	21	21	MSH	C11	   Eye Diseases	16331	C1838180	CODAS syndrome	disease
18930	21	21	MSH	C11	   Eye Diseases	18930	C1863678	Craniosynostosis with Ectopia Lentis	disease
3991	21	21	MSH	C11	   Eye Diseases	3991	C0154946	Acute angle-closure glaucoma	disease
2665	21	21	MSH	C11	   Eye Diseases	2665	C0035326	Retinal vascular occlusion	disease
20347	21	21	MSH	C11	   Eye Diseases	20347	C2675186	LEBER CONGENITAL AMAUROSIS 13	disease
13911	21	21	MSH	C11	   Eye Diseases	13911	C1303010	Mydriasis, Congenital	disease
